Time	Temp_Diode	MKS1000	LowerEdge	Bandwidth	Center_Stimulus	QualityFactor	LowerEdge	Loss	Max_Freq
3820892610.073	293.640	986.690	648833686.000	55326.000	648861348.410	11727.964	648889012.000	76.549	648861348.410
3820892612.590	293.614	986.990	648833686.000	55326.000	648861348.410	11727.964	648889012.000	76.549	648861348.410
3820892615.058	293.614	987.502	648833686.000	55326.000	648861348.410	11727.964	648889012.000	76.549	648861348.410
3820892616.039	293.614	987.668	648833686.000	55326.000	648861348.410	11727.964	648889012.000	76.549	648861348.410
3820892618.341	293.641	988.052	648830782.000	58494.000	648860028.341	11092.762	648889276.000	76.724	648860028.341
3820892618.896	293.641	988.211	648830782.000	57484.000	648859523.363	11287.654	648888266.000	76.724	648859523.363
3820892622.364	293.651	988.525	648830782.000	57484.000	648859523.363	11287.654	648888266.000	76.724	648859523.363
3820892676.879	293.624	986.280	648831469.000	58853.000	648860894.833	11025.112	648890322.000	76.782	648860894.833
3820892678.228	293.624	986.288	648831469.000	58853.000	648860894.833	11025.112	648890322.000	76.782	648860894.833
3820892679.189	293.624	986.296	648831469.000	58853.000	648860894.833	11025.112	648890322.000	76.782	648860894.833
3820892680.285	293.662	986.299	648831469.000	58853.000	648860894.833	11025.112	648890322.000	76.782	648860894.833
3820892681.388	293.662	986.342	648831469.000	58853.000	648860894.833	11025.112	648890322.000	76.782	648860894.833
3820892713.391	293.668	986.485	648825020.000	70142.000	648860090.052	9250.664	648895162.000	77.377	648860090.052
3820892716.195	293.662	986.465	648825020.000	70142.000	648860090.052	9250.664	648895162.000	77.377	648860090.052
3820892717.138	293.662	986.462	648825020.000	70142.000	648860090.052	9250.664	648895162.000	77.377	648860090.052
3820893756.389	292.971	1009.359	648818233.000	69467.000	648852965.570	9340.449	648887700.000	77.404	648852965.570
3820893801.439	292.457	1003.109	648819197.000	68726.000	648853559.090	9441.166	648887923.000	77.372	648853559.090
3820893837.476	291.929	1007.247	648817295.000	68197.000	648851392.604	9514.369	648885492.000	77.380	648851392.604
3820893870.509	291.414	1005.665	648817376.000	68392.000	648851571.099	9487.244	648885768.000	77.412	648851571.099
3820893899.542	290.907	1008.687	648815590.000	67822.000	648849500.114	9566.947	648883412.000	77.387	648849500.114
3820893944.761	290.149	1009.908	648815781.000	65729.000	648848644.668	9871.573	648881510.000	77.225	648848644.668
3820893966.405	289.633	1008.541	648816950.000	64259.000	648849078.705	10097.404	648881209.000	77.232	648849078.705
3820893990.446	289.091	1004.242	648816970.000	65579.000	648849758.671	9894.170	648882549.000	77.212	648849758.671
3820894017.476	288.494	1010.036	648815565.000	65386.000	648848257.176	9923.351	648880951.000	77.215	648848257.176
3820894041.521	287.959	1007.298	648815571.000	64879.000	648848009.689	10000.894	648880450.000	77.206	648848009.689
3820894065.552	287.418	1007.078	648815938.000	65164.000	648848519.182	9957.162	648881102.000	77.158	648848519.182
3820894086.584	286.909	1009.710	648815293.000	64414.000	648847499.201	10073.082	648879707.000	77.062	648847499.201
3820894107.615	286.360	1007.543	648814957.000	63846.000	648846879.215	10162.686	648878803.000	77.016	648846879.215
3820894131.144	285.793	1007.794	648815216.000	64115.000	648847272.708	10120.054	648879331.000	76.870	648847272.708
3820894152.674	285.254	1009.549	648815150.000	64029.000	648847163.710	10133.645	648879179.000	76.821	648847163.710
3820894173.703	284.712	1007.891	648814284.000	64579.000	648846572.697	10047.331	648878863.000	76.849	648846572.697
3820894200.233	284.098	1008.414	648814375.000	63644.000	648846196.220	10194.931	648878019.000	76.964	648846196.220
3820894215.761	283.588	1009.234	648812848.000	64621.000	648845157.696	10040.779	648877469.000	76.962	648845157.696
3820894218.789	283.480	1009.246	648812848.000	64621.000	648845157.696	10040.779	648877469.000	76.962	648845157.696
3820894220.563	283.480	1009.230	648812848.000	64621.000	648845157.696	10040.779	648877469.000	76.962	648845157.696
3820894221.564	283.434	1009.228	648812848.000	64621.000	648845157.696	10040.779	648877469.000	76.962	648845157.696
3820894227.299	283.349	1009.164	648814040.000	63453.000	648845765.724	10225.612	648877493.000	76.955	648845765.724
3820894228.468	283.268	1009.151	648814040.000	63218.000	648845648.230	10263.622	648877258.000	76.955	648845648.230
3820894229.346	283.268	1009.101	648814040.000	63218.000	648845648.230	10263.622	648877258.000	76.955	648845648.230
3820894229.985	283.268	1009.047	648814040.000	63218.000	648845648.230	10263.622	648877258.000	76.955	648845648.230
3820894233.635	283.083	1008.801	648814040.000	63218.000	648845648.230	10263.622	648877258.000	76.955	648845648.230
3820894251.677	282.559	1008.254	648813283.000	63914.000	648845239.213	10151.848	648877197.000	76.846	648845239.213
3820894269.706	282.052	1008.885	648813773.000	63423.000	648845483.725	10230.445	648877196.000	76.907	648845483.725
3820894287.736	281.536	1009.075	648813175.000	64742.000	648845545.193	10022.019	648877917.000	76.925	648845545.193
3820894305.781	281.010	1008.709	648813288.000	63792.000	648845183.216	10171.263	648877080.000	76.906	648845183.216
3820894323.810	280.489	1008.674	648812056.000	65086.000	648844598.184	9969.035	648877142.000	76.915	648844598.184
3820894344.348	279.913	1009.273	648812445.000	65172.000	648845030.182	9955.886	648877617.000	76.920	648845030.182
3820894362.374	279.380	1009.262	648813025.000	64025.000	648845036.710	10134.245	648877050.000	76.824	648845036.710
3820894380.405	278.845	1009.075	648813128.000	63787.000	648845020.716	10172.057	648876915.000	76.873	648845020.716
3820894398.434	278.283	1009.183	648813308.000	63829.000	648845221.715	10165.367	648877137.000	76.845	648845221.715
3820894416.961	277.765	1009.345	648812213.000	65168.000	648844796.182	9956.494	648877381.000	76.935	648844796.182
3820894433.488	277.237	1009.272	648812766.000	64601.000	648845065.696	10043.886	648877367.000	76.851	648845065.696
3820894452.023	276.670	1009.408	648814015.000	63175.000	648845601.731	10270.607	648877190.000	76.771	648845601.731
3820894469.553	276.087	1009.507	648813359.000	63721.000	648845218.718	10182.596	648877080.000	76.840	648845218.718
3820894487.589	275.523	1009.688	648812464.000	65458.000	648845192.175	9912.390	648877922.000	76.851	648845192.175
3820894506.623	274.977	1009.661	648812935.000	64242.000	648845055.205	10100.013	648877177.000	76.884	648845055.205
3820894524.657	274.446	1009.695	648813683.000	63328.000	648845346.227	10245.789	648877011.000	76.824	648845346.227
3820894542.685	273.851	1009.931	648814119.000	63105.000	648845670.733	10282.001	648877224.000	76.826	648845670.733
3820894557.715	273.349	1009.892	648813285.000	63935.000	648845251.713	10148.514	648877220.000	76.831	648845251.713
3820894575.747	272.782	1009.863	648813516.000	64630.000	648845830.195	10039.391	648878146.000	76.867	648845830.195
3820894593.779	272.208	1009.952	648813984.000	64087.000	648846026.709	10124.456	648878071.000	76.864	648846026.709
3820894611.811	271.664	1009.931	648814488.000	64006.000	648846490.211	10137.276	648878494.000	76.833	648846490.211
3820894629.346	271.090	1010.108	648813622.000	65112.000	648846177.183	9965.078	648878734.000	76.904	648846177.183
3820894646.879	270.502	1010.119	648814875.000	64022.000	648846885.210	10134.749	648878897.000	76.812	648846885.210
3820894665.408	269.908	1010.102	648814387.000	64848.000	648846810.190	10005.656	648879235.000	76.915	648846810.190
3820894682.442	269.337	1010.178	648815174.000	64780.000	648847563.192	10016.171	648879954.000	76.838	648847563.192
3820894697.968	268.826	1010.211	648815317.000	64412.000	648847522.201	10073.395	648879729.000	76.834	648847522.201
3820894716.500	268.247	1010.330	648816081.000	64008.000	648848084.211	10136.984	648880089.000	76.851	648848084.211
3820894734.526	267.654	1010.386	648815578.000	65529.000	648848341.673	9901.698	648881107.000	76.898	648848341.673
3820894748.055	267.135	1010.404	648815254.000	65712.000	648848109.168	9874.119	648880966.000	76.879	648848109.168
3820894766.585	266.529	1010.487	648816091.000	64513.000	648848346.698	10057.637	648880604.000	76.826	648848346.698
3820894785.612	265.950	1010.513	648816700.000	64540.000	648848969.198	10053.439	648881240.000	76.827	648848969.198
3820894803.640	265.356	1010.531	648817909.000	63511.000	648849663.723	10216.335	648881420.000	76.839	648849663.723
3820894820.667	264.782	1010.541	648818371.000	63543.000	648850141.722	10211.198	648881914.000	76.781	648850141.722
3820894839.701	264.194	1010.691	648817999.000	64655.000	648850325.695	10035.578	648882654.000	76.828	648850325.695
3820894854.730	263.669	1010.677	648817732.000	65024.000	648850243.185	9978.627	648882756.000	76.850	648850243.185
3820894872.756	263.111	1010.680	648818969.000	63684.000	648850810.219	10188.600	648882653.000	76.796	648850810.219
3820894890.288	262.520	1010.786	648818957.000	64567.000	648851239.697	10049.270	648883524.000	76.791	648851239.697
3820894905.316	262.011	1010.821	648819177.000	65116.000	648851734.183	9964.551	648884293.000	76.814	648851734.183
3820894923.850	261.433	1010.855	648819706.000	65232.000	648852321.180	9946.841	648884938.000	76.855	648852321.180
3820894938.378	260.897	1010.805	648819398.000	66417.000	648852605.650	9769.375	648885815.000	76.889	648852605.650
3820894956.408	260.363	1010.865	648821425.000	63996.000	648853422.211	10138.968	648885421.000	76.783	648853422.211
3820894971.439	259.809	1011.001	648821084.000	65626.000	648853896.170	9887.147	648886710.000	76.879	648853896.170
3820894989.469	259.200	1011.106	648820745.000	65654.000	648853571.170	9882.925	648886399.000	76.810	648853571.170
3820895007.496	258.620	1011.126	648822037.000	64579.000	648854325.697	10047.451	648886616.000	76.812	648854325.697
3820895025.524	258.066	1011.046	648822511.000	65822.000	648855421.165	9857.729	648888333.000	76.735	648855421.165
3820895040.550	257.469	1011.056	648824051.000	64190.000	648856145.206	10108.368	648888241.000	76.737	648856145.206
3820895058.579	256.913	1011.132	648823383.000	66716.000	648856740.143	9725.654	648890099.000	76.785	648856740.143
3820895075.606	256.342	1011.335	648824464.000	64872.000	648856899.189	10002.110	648889336.000	76.798	648856899.189
3820895093.637	255.761	1011.332	648825292.000	65562.000	648858072.172	9896.862	648890854.000	76.783	648858072.172
3820895109.666	255.236	1011.215	648825962.000	65815.000	648858868.666	9858.830	648891777.000	76.799	648858868.666
3820895127.695	254.631	1011.221	648825717.000	67508.000	648859470.122	9611.594	648893225.000	76.796	648859470.122
3820895145.228	254.021	1011.466	648827010.000	66146.000	648860082.157	9809.514	648893156.000	76.733	648860082.157
3820895163.259	253.450	1011.497	648827692.000	66320.000	648860851.153	9783.788	648894012.000	76.738	648860851.153
3820895178.289	252.947	1011.529	648828702.000	65563.000	648861482.672	9896.763	648894265.000	76.634	648861482.672
3820895196.812	252.299	1011.550	648829421.000	65106.000	648861973.183	9966.239	648894527.000	76.647	648861973.183
3820895214.340	251.717	1011.562	648829916.000	66694.000	648863262.143	9728.960	648896610.000	76.624	648863262.143
3820895231.868	251.154	1011.618	648831373.000	65371.000	648864057.677	9925.870	648896744.000	76.642	648864057.677
3820895250.400	250.564	1011.635	648831046.000	66542.000	648864316.147	9751.199	648897588.000	76.689	648864316.147
3820895265.428	250.044	1011.844	648832632.000	65525.000	648865393.673	9902.562	648898157.000	76.577	648865393.673
3820895283.460	249.437	1011.718	648832126.000	67968.000	648866109.110	9546.641	648900094.000	76.679	648866109.110
3820895301.484	248.851	1011.941	648833933.000	66036.000	648866950.160	9825.958	648899969.000	76.580	648866950.160
3820895319.008	248.245	1011.771	648834701.000	65291.000	648867345.679	9938.083	648899992.000	76.502	648867345.679
3820895337.037	247.669	1011.820	648835877.000	65717.000	648868734.668	9873.682	648901594.000	76.543	648868734.668
3820895355.066	247.048	1012.265	648835970.000	66415.000	648869176.650	9769.919	648902385.000	76.547	648869176.650
3820895373.596	246.466	1012.032	648837410.000	66841.000	648870829.639	9707.677	648904251.000	76.552	648870829.639
3820895387.623	245.959	1012.019	648839130.000	65136.000	648871697.183	9961.798	648904266.000	76.441	648871697.183
3820895405.153	245.365	1012.106	648839619.000	65409.000	648872322.676	9920.230	648905028.000	76.461	648872322.676
3820895423.684	244.753	1012.084	648841435.000	64233.000	648873550.705	10101.872	648905668.000	76.412	648873550.705
3820895441.715	244.213	1012.135	648841692.000	65280.000	648874331.179	9939.864	648906972.000	76.412	648874331.179
3820895459.745	243.567	1012.054	648843122.000	63773.000	648875007.717	10174.761	648906895.000	76.413	648875007.717
3820895478.773	242.983	1012.007	648842975.000	65682.000	648875815.169	9879.051	648908657.000	76.419	648875815.169
3820895495.808	242.394	1012.168	648844257.000	64898.000	648876705.189	9998.408	648909155.000	76.408	648876705.189
3820895514.835	241.810	1012.068	648844957.000	65106.000	648877509.183	9966.478	648910063.000	76.390	648877509.183
3820895532.870	241.248	1012.033	648845286.000	66346.000	648878458.152	9780.220	648911632.000	76.429	648878458.152
3820895550.899	240.657	1012.216	648845481.000	66951.000	648878955.637	9691.849	648912432.000	76.443	648878955.637
3820895565.429	240.142	1012.208	648846979.000	65390.000	648879673.176	9923.225	648912369.000	76.453	648879673.176
3820895583.461	239.521	1012.243	648848059.000	65245.000	648880680.680	9945.294	648913304.000	76.405	648880680.680
3820895601.488	238.974	1012.344	648848244.000	66565.000	648881525.646	9748.089	648914809.000	76.452	648881525.646
3820895619.531	238.427	1012.296	648849952.000	65897.000	648882899.663	9846.926	648915849.000	76.405	648882899.663
3820895637.562	237.825	1012.259	648850565.000	66123.000	648883625.658	9813.282	648916688.000	76.415	648883625.658
3820895656.090	237.261	1012.268	648851964.000	65532.000	648884729.173	9901.800	648917496.000	76.390	648884729.173
3820895673.119	236.670	1012.509	648852375.000	66887.000	648885817.638	9701.225	648919262.000	76.411	648885817.638
3820895691.146	236.119	1012.440	648853986.000	65823.000	648886896.665	9858.057	648919809.000	76.404	648886896.665
3820895708.175	235.554	1012.443	648855097.000	65079.000	648887635.684	9970.768	648920176.000	76.326	648887635.684
3820895724.200	235.038	1012.465	648856272.000	65070.000	648888806.184	9972.165	648921342.000	76.317	648888806.184
3820895742.229	234.524	1012.401	648856142.000	66994.000	648889638.135	9685.787	648923136.000	76.406	648889638.135
3820895760.261	233.889	1012.446	648857980.000	65315.000	648890636.678	9934.787	648923295.000	76.333	648890636.678
3820895778.787	233.340	1012.449	648859619.000	64789.000	648892012.691	10015.466	648924408.000	76.254	648892012.691
3820895796.319	232.784	1012.548	648860455.000	65009.000	648892958.686	9981.587	648925464.000	76.274	648892958.686
3820895813.863	232.188	1012.592	648861787.000	64862.000	648894217.190	10004.228	648926649.000	76.324	648894217.190
3820895831.389	231.624	1012.478	648863814.000	63897.000	648895761.714	10155.340	648927711.000	76.219	648895761.714
3820895850.930	231.093	1012.452	648864716.000	63453.000	648896441.724	10226.411	648928169.000	76.192	648896441.724
3820895865.458	230.569	1012.537	648865385.000	63754.000	648897261.217	10178.142	648929139.000	76.193	648897261.217
3820895883.487	230.057	1012.567	648867456.000	63448.000	648899179.225	10227.260	648930904.000	76.200	648899179.225
3820895901.017	229.463	1012.548	648868576.000	63541.000	648900345.722	10212.309	648932117.000	76.154	648900345.722
3820895919.546	228.884	1012.691	648869145.000	62949.000	648900618.737	10308.355	648932094.000	76.204	648900618.737
3820895938.075	228.350	1012.461	648871332.000	62248.000	648902455.254	10424.471	648933580.000	76.155	648902455.254
3820895954.601	227.781	1012.649	648872293.000	61672.000	648903128.267	10521.843	648933965.000	76.115	648903128.267
3820895972.136	227.227	1012.630	648873693.000	61993.000	648904688.760	10467.386	648935686.000	76.124	648904688.760
3820895990.164	226.681	1012.575	648874909.000	62783.000	648906299.741	10335.701	648937692.000	76.120	648906299.741
3820896009.690	226.166	1012.446	648875215.000	63563.000	648906995.722	10208.879	648938778.000	76.150	648906995.722
3820896027.219	225.613	1012.633	648878623.000	61090.000	648909167.281	10622.183	648939713.000	76.071	648909167.281
3820896044.747	225.065	1012.583	648878948.000	62262.000	648910078.253	10422.249	648941210.000	76.133	648910078.253
3820896060.780	224.562	1012.509	648880627.000	61755.000	648911503.765	10507.837	648942382.000	76.086	648911503.765
3820896077.811	223.966	1012.680	648881118.000	62099.000	648912166.757	10449.640	648943217.000	76.093	648912166.757
3820896096.840	223.456	1012.610	648883006.000	62012.000	648914011.259	10464.330	648945018.000	76.048	648914011.259
3820896114.369	222.941	1012.655	648883785.000	62863.000	648915215.739	10322.689	648946648.000	76.086	648915215.739
3820896131.901	222.400	1012.535	648886034.000	62074.000	648917070.258	10453.927	648948108.000	76.094	648917070.258
3820896150.428	221.861	1012.653	648886778.000	64107.000	648918830.708	10122.433	648950885.000	76.157	648918830.708
3820896168.961	221.346	1012.541	648888519.000	62957.000	648919996.737	10307.353	648951476.000	76.113	648919996.737
3820896186.488	220.822	1012.531	648889931.000	64350.000	648922105.202	10084.260	648954281.000	76.092	648922105.202
3820896204.518	220.250	1012.707	648890527.000	65226.000	648923139.180	9948.842	648955753.000	76.116	648923139.180
3820896221.548	219.743	1012.611	648892525.000	63882.000	648924465.214	10158.174	648956407.000	76.131	648924465.214
3820896239.581	219.169	1012.563	648894419.000	64632.000	648926734.195	10040.332	648959051.000	76.117	648926734.195
3820896258.610	218.660	1012.674	648894149.000	66046.000	648927171.160	9825.382	648960195.000	76.129	648927171.160
3820896275.640	218.081	1012.690	648896568.000	64800.000	648928967.191	10014.336	648961368.000	76.122	648928967.191
3820896297.672	217.506	1012.650	648897620.000	65044.000	648930141.185	9976.787	648962664.000	76.078	648930141.185
3820896320.700	216.822	1012.639	648899544.000	65008.000	648932047.186	9982.341	648964552.000	76.094	648932047.186
3820896339.234	216.311	1012.728	648900109.000	65718.000	648932967.168	9874.509	648965827.000	76.095	648932967.168
3820896357.262	215.787	1012.706	648901567.000	66520.000	648934826.148	9755.484	648968087.000	76.130	648934826.148
3820896378.804	215.191	1012.680	648903421.000	65861.000	648936350.664	9853.120	648969282.000	76.063	648936350.664
3820896398.833	214.529	1012.744	648904889.000	65915.000	648937845.663	9845.071	648970804.000	76.053	648937845.663
3820896423.362	213.854	1012.604	648906748.000	65667.000	648939580.669	9882.278	648972415.000	76.036	648939580.669
3820896441.888	213.327	1012.831	648907665.000	65675.000	648940501.669	9881.089	648973340.000	76.015	648940501.669
3820896462.919	212.768	1012.760	648909774.000	65515.000	648942530.673	9905.251	648975289.000	75.976	648942530.673
3820896480.952	212.225	1012.656	648911028.000	64992.000	648943523.186	9984.975	648976020.000	75.958	648943523.186
3820896498.980	211.705	1012.793	648913393.000	63486.000	648945135.224	10221.862	648976879.000	75.946	648945135.224
3820896514.009	211.194	1012.911	648915529.000	63245.000	648947150.730	10260.845	648978774.000	75.815	648947150.730
3820896536.040	210.686	1012.773	648916253.000	63754.000	648948129.217	10178.940	648980007.000	75.834	648948129.217
3820896557.070	210.151	1012.763	648918521.000	63321.000	648950180.728	10248.578	648981842.000	75.790	648950180.728
3820896577.107	209.547	1012.789	648920005.000	62566.000	648951287.246	10372.267	648982571.000	75.768	648951287.246
3820896597.635	208.983	1012.847	648921486.000	63378.000	648953174.226	10239.408	648984864.000	75.775	648953174.226
3820896618.674	208.392	1012.907	648924110.000	61769.000	648954993.765	10506.160	648985879.000	75.749	648954993.765
3820896638.710	207.782	1012.865	648926171.000	61213.000	648956776.778	10601.617	648987384.000	75.740	648956776.778
3820896660.750	207.186	1012.859	648927672.000	61946.000	648958644.261	10476.199	648989618.000	75.751	648958644.261
3820896680.784	206.630	1012.887	648929744.000	60631.000	648960058.792	10703.437	648990375.000	75.647	648960058.792
3820896702.815	206.073	1012.958	648931891.000	61126.000	648962453.280	10616.799	648993017.000	75.674	648962453.280
3820896724.847	205.478	1012.879	648934815.000	59382.000	648964505.321	10928.640	648994197.000	75.615	648964505.321
3820896745.378	204.832	1013.024	648934537.000	61377.000	648965224.774	10573.427	648995914.000	75.644	648965224.774
3820896766.907	204.304	1012.963	648937567.000	60828.000	648967980.287	10668.902	648998395.000	75.687	648967980.287
3820896790.439	203.683	1012.938	648938665.000	61741.000	648969534.766	10511.160	649000406.000	75.708	648969534.766
3820896810.972	203.133	1012.890	648940279.000	60872.000	648970714.286	10661.235	649001151.000	75.658	648970714.286
3820896830.503	202.545	1012.891	648942457.000	60648.000	648972780.292	10700.646	649003105.000	75.602	648972780.292
3820896854.536	202.015	1012.855	648943819.000	60669.000	648974152.791	10696.965	649004488.000	75.675	648974152.791
3820896877.062	201.385	1013.019	648944924.000	61838.000	648975842.263	10494.774	649006762.000	75.627	648975842.263
3820896897.868	200.762	1012.998	648803527.000	61422.000	648834237.273	10563.548	648864949.000	86.018	648834237.273
3820896919.203	200.218	1012.929	648949624.000	62014.000	648980630.259	10465.066	649011638.000	75.704	648980630.259
3820896941.229	199.704	1012.920	648950331.000	61367.000	648981013.775	10575.407	649011698.000	75.659	648981013.775
3820896962.260	199.101	1012.952	648952583.000	62546.000	648983855.247	10376.105	649015129.000	75.656	648983855.247
3820896987.793	198.471	1012.958	648956056.000	61352.000	648986731.275	10578.086	649017408.000	75.635	648986731.275
3820897004.818	197.951	1012.977	648956940.000	61878.000	648987878.263	10488.184	649018818.000	75.655	648987878.263
3820897025.353	197.406	1012.960	648958933.000	62919.000	648990391.738	10314.697	649021852.000	75.707	648990391.738
3820897047.890	196.897	1013.092	648961024.000	61440.000	648991743.273	10563.017	649022464.000	75.603	648991743.273
3820897070.922	196.251	1013.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3820897188.578	193.425	1013.235	648973526.000	61594.000	649004322.269	10536.811	649035120.000	75.541	649004322.269
3820897211.610	192.725	1013.135	648975124.000	62559.000	649006402.746	10374.309	649037683.000	75.588	649006402.746
3820897229.645	192.204	1013.209	648977054.000	61649.000	649007877.768	10527.468	649038703.000	75.570	649007877.768
3820897253.180	191.695	1013.212	648979660.000	60756.000	649010037.289	10682.238	649040416.000	75.516	649010037.289
3820897274.209	191.125	1013.218	648981373.000	61447.000	649012095.773	10562.145	649042820.000	75.562	649012095.773
3820897295.234	190.585	1013.123	648983016.000	61157.000	649013593.780	10612.254	649044173.000	75.617	649013593.780
3820897317.264	190.049	1013.235	648985895.000	60197.000	649015992.802	10781.534	649046092.000	75.497	649015992.802
3820897337.790	189.478	1013.173	648987739.000	59669.000	649017572.814	10876.964	649047408.000	75.547	649017572.814
3820897366.317	188.876	1013.208	648991699.000	60378.000	649021887.298	10749.311	649052077.000	75.434	649021887.298
3820897390.346	188.242	1013.148	648993547.000	59328.000	649023210.322	10939.577	649052875.000	75.411	649023210.322
3820897414.877	187.643	1013.202	648995383.000	59744.000	649025254.313	10863.438	649055127.000	75.321	649025254.313
3820897443.417	186.985	1013.301	648998696.000	58538.000	649027964.340	11087.293	649057234.000	75.451	649027964.340
3820897465.443	186.397	1013.386	648999983.000	59989.000	649029976.807	10819.150	649059972.000	75.368	649029976.807
3820898077.693	172.299	1013.518	649059137.000	57284.000	649087778.368	11331.048	649116421.000	75.007	649087778.368
3820898097.734	171.761	1013.625	649060379.000	57209.000	649088982.870	11345.924	649117588.000	75.003	649088982.870
3820898125.266	171.168	1013.594	649063151.000	56510.000	649091405.385	11486.310	649119661.000	75.012	649091405.385
3820898149.297	170.642	1013.604	649065628.000	56395.000	649093824.888	11509.776	649122023.000	74.984	649093824.888
3820898173.328	170.100	1013.585	649067674.000	57361.000	649096353.866	11315.987	649125035.000	75.001	649096353.866
3820898195.859	169.588	1013.599	649069398.000	58581.000	649098687.839	11080.362	649127979.000	75.065	649098687.839
3820898218.888	169.060	1013.601	649072331.000	56515.000	649100587.885	11485.457	649128846.000	75.053	649100587.885
3820898244.420	168.492	1013.661	649073482.000	58653.000	649102807.838	11066.830	649132135.000	75.072	649102807.838
3820898271.351	167.937	1013.740	649076183.000	58611.000	649105487.838	11074.807	649134794.000	75.055	649105487.838
3820898296.379	167.422	1013.648	649078752.000	58731.000	649108116.836	11052.223	649137483.000	74.992	649108116.836
3820898322.407	166.841	1013.874	649081100.000	58845.000	649110521.833	11030.853	649139945.000	74.995	649110521.833
3820898350.441	166.235	1013.739	649083387.000	59748.000	649113260.313	10864.184	649143135.000	75.001	649113260.313
3820898373.972	165.704	1013.791	649086000.000	58989.000	649115493.830	11004.009	649144989.000	74.957	649115493.830
3820898401.004	165.197	1013.731	649089254.000	58348.000	649118427.344	11124.947	649147602.000	74.845	649118427.344
3820898423.528	164.691	1013.852	649090987.000	59668.000	649120820.314	10878.877	649150655.000	74.877	649120820.314
3820898449.057	164.152	1013.816	649094937.000	58149.000	649124010.849	11163.116	649153086.000	74.822	649124010.849
3820898475.093	163.586	1013.814	649097562.000	58474.000	649126798.342	11101.118	649156036.000	74.845	649126798.342
3820898501.123	162.996	1013.864	649099467.000	58244.000	649128588.347	11144.986	649157711.000	74.863	649128588.347
3820898533.653	162.366	1013.825	649103127.000	57439.000	649131845.865	11301.239	649160566.000	74.767	649131845.865
3820898557.108	161.860	1013.965	649105974.000	56572.000	649134259.384	11474.480	649162546.000	74.809	649134259.384
3820898589.144	161.273	1013.865	649109520.000	57195.000	649138116.870	11349.561	649166715.000	74.740	649138116.870
3820898611.176	160.888	1013.947	649111143.000	56881.000	649139582.877	11412.239	649168024.000	74.748	649139582.877
3820898616.225	160.620	1013.889	649112257.000	57290.000	649140901.368	11330.789	649169547.000	74.714	649140901.368
3820898619.250	160.620	1013.876	649112257.000	57290.000	649140901.368	11330.789	649169547.000	74.714	649140901.368
3820898640.017	160.119	1013.953	649114852.000	56124.000	649142913.393	11566.227	649170976.000	74.718	649142913.393
3820898666.546	159.554	1013.965	649117206.000	56523.000	649145466.885	11484.625	649173729.000	74.696	649145466.885
3820898700.586	158.949	1013.976	649119938.000	57865.000	649148869.855	11218.334	649177803.000	74.682	649148869.855
3820898728.122	158.395	1014.022	649122621.000	57528.000	649151384.363	11284.094	649180149.000	74.731	649151384.363
3820898753.650	157.813	1014.156	649125132.000	57796.000	649154029.357	11231.816	649182928.000	74.699	649154029.357
3820898784.187	157.245	1014.006	649127790.000	57148.000	649156363.371	11359.214	649184938.000	74.638	649156363.371
3820898813.719	156.642	1014.007	649131591.000	56417.000	649159798.887	11506.457	649188008.000	74.621	649159798.887
3820898843.777	156.041	1014.017	649134626.000	56760.000	649163005.380	11436.980	649191386.000	74.674	649163005.380
3820898873.815	155.449	1014.109	649136497.000	57677.000	649165334.859	11255.186	649194174.000	74.666	649165334.859
3820898902.348	154.909	1014.108	649139874.000	56140.000	649167943.393	11563.376	649196014.000	74.600	649167943.393
3820898928.378	154.319	1014.059	649141615.000	56846.000	649170037.378	11419.802	649198461.000	74.614	649170037.378
3820898957.911	153.797	1014.147	649146783.000	55788.000	649174676.401	11636.457	649202571.000	74.530	649174676.401
3820898984.944	153.157	1014.147	649149667.000	55253.000	649177292.912	11749.177	649204920.000	74.398	649177292.912
3820899014.976	152.569	1014.137	649152295.000	55780.000	649180184.401	11638.225	649208075.000	74.473	649180184.401
3820899048.018	151.990	1014.074	649156665.000	53953.000	649183640.940	12032.392	649210618.000	74.440	649183640.940
3820899074.052	151.485	1014.198	649157858.000	54939.000	649185326.919	11816.475	649212797.000	74.483	649185326.919
3820899097.583	150.982	1014.195	649160305.000	54640.000	649187624.425	11881.179	649214945.000	74.364	649187624.425
3820899123.113	150.468	1014.140	649163386.000	53789.000	649190279.943	12069.202	649217175.000	74.337	649190279.943
3820899154.147	149.929	1014.232	649167168.000	52622.000	649193478.467	12336.921	649219790.000	74.367	649193478.467
3820899181.176	149.422	1014.118	649169636.000	53662.000	649196466.446	12097.881	649223298.000	74.381	649196466.446
3820899207.214	148.910	1014.166	649172101.000	53544.000	649198872.448	12124.587	649225645.000	74.325	649198872.448
3820899236.243	148.400	1014.235	649174961.000	53250.000	649201585.454	12191.579	649228211.000	74.308	649201585.454
3820899257.773	147.848	1014.130	649176363.000	53873.000	649203298.941	12050.625	649230236.000	74.346	649203298.941
3820899291.814	147.312	1014.159	649180163.000	54290.000	649207307.432	11958.138	649234453.000	74.239	649207307.432
3820899317.843	146.744	1014.220	649182724.000	54176.000	649209811.435	11983.347	649236900.000	74.237	649209811.435
